"Longitude","Latitude"
103.769076732,1.31770281154
103.819516181,1.27718546025
103.836736032,1.37932777239
103.958666733,1.36191017207
103.924218667,1.33358016248
103.808784377,1.27536323065
103.764859212,1.3209205726
103.877011998,1.38949816122
103.939692399,1.35674170789
103.845226512,1.34240196967
103.843871261,1.43367833611
103.888613356,1.39525631315
103.941297342,1.33362172765
103.944689528,1.32066917046
103.912530504,1.30572354542
103.792006998,1.43292524189
103.853592502,1.34642029734
103.950113863,1.37162618163
103.954165736,1.34505922261
103.905723418,1.39006593381
103.84436747,1.42991891753
103.845054636,1.33146601005
103.748044131,1.39485524508
103.91453784,1.39627216146
103.900988286,1.37893083812
103.846911241,1.37279081671
103.882804052,1.37402568702
103.901688543,1.40303370919
103.876970188,1.39231468377
103.895525257,1.38721445178
103.879695216,1.37395824755
103.912455528,1.30455023575
103.852079804,1.34541104764
103.931086167,1.33030163705
103.842896957,1.42692662098
103.862360298,1.32435125421
103.87238077,1.31382812862
103.750411621,1.35590698155
103.857051022,1.33951566602
103.743397526,1.39348799783
103.857051022,1.33951566602
103.746854853,1.33842394941
103.962563715,1.36817271834
103.837942388,1.35012170474
103.889190256,1.37592065619
103.850517973,1.31895176233
103.845705617,1.43253302907
103.748445426,1.36339848689
103.901767342,1.37814544015
103.84237714,1.42749509336
103.80814858,1.27686784151
103.788403889,1.31228409003
103.737487956,1.34153583266
103.937282371,1.35506437614
103.873553182,1.39121766005
103.912807968,1.40161428922
103.798976277,1.30051700921
103.758897484,1.34551241429
103.901551852,1.41062885103
103.771713364,1.4469708454
103.874222824,1.31804081086
103.822508329,1.27174724526
103.85278614,1.37207688809
103.745589817,1.40304334412
103.899995252,1.37521819449
103.77260568,1.3394086808
103.765700895,1.38697502783
103.874486021,1.39354732029
103.926101654,1.33629244772
103.837436987,1.42133515868
103.829915938,1.42647481851
103.90602404,1.38661451457
103.766529796,1.30434110257
103.901767342,1.37814544015
103.875110782,1.39429888617
103.844072129,1.42642931599
103.831598973,1.28443456966
103.896616088,1.40479713793
103.757539381,1.34694365754
103.821213227,1.45328536421
103.910206024,1.39500071175
103.845626191,1.3362640894
103.843878159,1.33671109109
103.815316349,1.44577476059
103.757461503,1.34441150328
103.888619645,1.37127315314
103.889681355,1.37874330566
103.807223346,1.44100430754
103.962248,1.36374137521
103.844170608,1.36191020705
103.853907186,1.29679486357
103.746124352,1.39036325275
103.756925824,1.38091027671
103.872227098,1.35874143844
103.812100812,1.28049143987
103.881752247,1.3232700624
103.911099973,1.3985633279
103.881141512,1.33684922199
103.828370314,1.28091756873
103.740747502,1.38177896882
103.958359236,1.37267707714
103.723441613,1.33927933229
103.857880565,1.36238829185
103.777763757,1.43756956237
103.880507506,1.36956178514
103.843284525,1.36897079642
103.938821071,1.32964201791
103.772225899,1.38945648052
103.745678715,1.39248775673
103.752101604,1.40214978725
103.842896957,1.42692662098
103.735604255,1.33877574927
103.740822152,1.33982600142
103.949429759,1.37123835676
103.902143588,1.41023954723
103.876908515,1.39054817089
103.81886661,1.27669324661
103.855272734,1.31372067382
103.896376748,1.39794631368
103.878665266,1.37775216619
103.873273381,1.34847174655
103.940449942,1.3321492719
103.842896957,1.42692662098
103.730708675,1.34875786021
103.757710468,1.38660275238
103.911344065,1.33334609718
103.954550016,1.35798075725
103.85147822,1.30758124027
103.712429315,1.34634819696
103.902008676,1.40325843063
103.882578686,1.30169639051
103.816026125,1.28687207033
103.839692516,1.42014040331
103.808253435,1.2933131448
103.768752275,1.31240641919
103.938986535,1.35696780173
103.819194354,1.2763368984
103.858003535,1.36987214145
103.848263885,1.35844205363
103.731905667,1.34968370534
103.799331691,1.30407495262
103.909514331,1.39977092552
103.873724425,1.37203549075
103.884060305,1.39096468167
103.87051178,1.36943180412
103.894448611,1.38713574191
103.958976327,1.34273869647
103.843102387,1.36224314716
103.898983586,1.39996056107
103.880507506,1.36956178514
103.898160187,1.391330118
103.945521388,1.34671616268
103.843470178,1.35607299329
103.731481483,1.35041039841
103.802701256,1.43686472282
103.95099907,1.35794464403
103.949985924,1.35513568082
103.718900605,1.35457631684
103.901295922,1.40252318209
103.842231289,1.4271414302
103.842231289,1.4271414302
103.801700392,1.44800009031
103.85278614,1.37207688809
103.766434637,1.38418414611
103.862194368,1.32478615315
103.774692738,1.42698226303
103.85682875,1.37226364
103.848836184,1.35747696103
103.798976277,1.30051700921
103.755740001,1.37762112372
103.843593321,1.37122322103
103.869660836,1.35192270531
103.954010677,1.35551825702
103.722267723,1.34812552824
103.717344057,1.3541982123
103.765109336,1.37481680083
103.951137285,1.3692557626
103.83462747,1.4269870422
103.847541026,1.42788611423
103.836741138,1.41645129453
103.889425801,1.39838638603
103.95426182,1.34436497527
103.951193517,1.34727819641
103.72083578,1.33857345708
103.692091082,1.34419345446
103.91727541,1.30409794254
103.868514945,1.35059926733
103.903081571,1.38934424778
103.850980295,1.36371827871
103.873175456,1.3563168883
103.842908159,1.28180062242
103.739438134,1.37920252711
103.722003986,1.33719034617
103.734033285,1.34753691047
103.878161021,1.39254251803
103.891992673,1.38485976014
103.915278093,1.40179672509
103.939692399,1.35674170789
103.891960984,1.39500219567
103.901592553,1.39260956222
103.904424346,1.32180028934
103.960765697,1.3677785524
103.886010316,1.32915899695
103.947601554,1.35707271057
103.950148194,1.35955258081
103.955570264,1.34535129709
103.89917353,1.38399373466
103.954516818,1.37042585992
103.959469525,1.37183660981
103.771409032,1.38952670931
103.797706231,1.44253330207
103.848403864,1.42921279277
103.815084138,1.44963205507
103.829496414,1.28285654819
103.817560654,1.44801595684
103.874778712,1.39220060795
103.810314019,1.27558342805
103.901927832,1.37905480017
103.843827173,1.41773507906
103.758149411,1.34979721184
103.932242865,1.35309006289
103.875340178,1.39341707295
103.93818341,1.38223062076
103.696252484,1.34340090634
103.936697966,1.34763966728
103.849560369,1.42209731725
103.877135275,1.39397232901
103.858665714,1.37392862006
103.856846003,1.36305380915
103.839467899,1.37026158388
103.730420093,1.3508265042
103.906617809,1.39578735172
103.839546377,1.38244082944
103.771312569,1.38868132378
103.901927832,1.37905480017
103.796581739,1.30205878257
103.870440179,1.35049745809
103.814424413,1.29305554717
103.895589036,1.38371500526
103.910318002,1.33014480391
103.796851274,1.43048411052
103.89185691,1.37342466471
103.962935247,1.35380661871
103.95643478,1.35567033757
103.751834686,1.38193350024
103.701313083,1.34471213525
103.959160173,1.36529812071
103.809277274,1.29462040659
103.747783,1.36025027185
103.737135249,1.37647656462
103.792065607,1.44131059432
103.708522034,1.34878960631
103.93748167,1.33043385999
103.763268837,1.31251199063
103.74840318,1.34970536622
103.742860806,1.35000417985
103.828370314,1.28091756873
103.961798123,1.35114570469
103.769891778,1.38879453669
103.838771256,1.35048016608
103.805788847,1.44168775932
103.931086167,1.33030163705
103.828894007,1.28339187403
103.86741159,1.33486395185
103.94730895,1.35827221319
103.720394145,1.35180253712
103.880129233,1.38227273504
103.900792345,1.39930949013
103.9142822,1.39308274651
103.693114062,1.34515689437
103.935941241,1.35881521333
103.879282091,1.37096794957
103.887463506,1.37348259767
103.938030484,1.32755443192
103.810096954,1.27204427104
103.774872342,1.42661624806
103.90107079,1.37801001263
103.771215066,1.37902490875
103.903282424,1.32503135532
103.873489089,1.31327536019
103.873489089,1.31327536019
103.955648416,1.34814861594
103.853541037,1.33708395706
103.801346682,1.44911111478
103.913196236,1.33184129947
103.932546348,1.34859717845
103.954539468,1.35764861819
103.909465489,1.33106966841
103.93598443,1.37790740617
103.705331465,1.34500407989
103.90355713,1.40255090261
103.797243239,1.30190334035
103.868347506,1.32034663719
103.766097786,1.37856275552
103.912664799,1.30510240111
103.951587759,1.35996624539
103.935423828,1.32986086595
103.846146999,1.4219932635
103.899291177,1.38514491226
103.891859599,1.38572827063
103.842251233,1.38120608764
103.842896957,1.42692662098
103.917037781,1.33302040889
103.898983586,1.39996056107
103.939084809,1.35782276633
103.945294916,1.34740034584
103.799349846,1.30438425657
103.875558392,1.39447883248
103.796861657,1.44657565864
103.717763435,1.35275290532
103.837196046,1.36834606813
103.896994161,1.37484339486
103.796576586,1.44095656281
103.909448152,1.39794240619
103.887926514,1.32584857614
103.911458505,1.39963286521
103.843871261,1.43367833611
103.84483833,1.4302459609
103.922843972,1.33066590908
103.842565043,1.43193085615
103.84047924,1.3779435243
103.831347591,1.28683524832
103.70661197,1.34227184052
103.855103691,1.36454170891
103.9403816,1.35727594461
103.883900101,1.30941607107
103.881883114,1.36921863406
103.898745037,1.39539858831
103.842697591,1.43286932102
103.803139356,1.44074675291
103.709098001,1.34865235706
103.797147613,1.43672576258
103.846202461,1.34123727121
103.927058345,1.33025307074
103.709071002,1.3478338878
103.936596173,1.38068071054
103.81648846,1.45245222136
103.765028862,1.37531520951
103.805373812,1.31641190098
103.773326475,1.42912098812
103.773326475,1.42912098812
103.8392423,1.41667257802
103.88883823,1.35012465475
103.956014969,1.3703064926
103.765649446,1.31944669077
103.838123055,1.3758382714
103.960688653,1.35316793762
103.938716614,1.33018552011
103.910318002,1.33014480391
103.954955444,1.36296253152
103.987462846,1.38909635615
103.722836259,1.35131146893
103.747100332,1.39957666181
103.689149776,1.34256782159
103.844695384,1.43290624175
103.88925337,1.39142658189
103.87320767,1.39246632922
103.877266477,1.37946759732
103.927650084,1.32953994163
103.948701737,1.35641019272
103.85014326,1.37193571932
103.751093391,1.35618199232
103.893821005,1.38427332656
103.90962493,1.39025909742
103.909449885,1.38994718706
103.878161021,1.39254251803
103.77636176,1.43150897103
103.736538816,1.3772960183
103.849243699,1.42171591949
103.830668784,1.42653621365
103.952832223,1.35191743648
103.844027149,1.33535073316
103.746223402,1.33853822944
103.9142822,1.39308274651
103.904008558,1.39495299722
103.947452111,1.36996049139
103.958128004,1.37115770791
103.751192939,1.362270342
103.901560746,1.32671260607
103.930637847,1.33484035279
103.930637847,1.33484035279
103.932709166,1.35485562983
103.903902961,1.39463128198
103.760650699,1.30566420849
103.941193549,1.35017819019
103.897805222,1.40515419785
103.894654799,1.38595588536
103.897970714,1.40596071591
103.761034236,1.38402104593
103.769891778,1.38879453669
103.769657773,1.37534822344
103.842231289,1.4271414302
103.848541876,1.42324554532
103.901355995,1.32029253512
103.841979979,1.4272781319
103.811440923,1.28787715836
103.888023148,1.37843343811
103.794348852,1.43720376508
103.808097182,1.31833337221
103.901767342,1.37814544015
103.886455988,1.32501466214
103.695690187,1.33925229393
103.711613048,1.34561976985
103.760633581,1.30674896245
103.747797286,1.36418205578
103.937965154,1.37775639576
103.859462495,1.31984417514
103.939911247,1.35701024665
103.95426182,1.34436497527
103.892092264,1.39189398403
103.746834003,1.36057660528
103.890375203,1.37880269615
103.842697591,1.43286932102
103.949577963,1.34980832347
103.954955444,1.36296253152
103.763652921,1.38661244317
103.939084809,1.35782276633
103.94891099,1.35908617132
103.936111767,1.37508249648
103.899066886,1.39595857486
103.899066886,1.39595857486
103.697557573,1.34401574807
103.745994934,1.34840644347
103.815232119,1.44873828965
103.933319513,1.37682423712
103.813212087,1.45500467033
103.729936587,1.35013988623
103.857558825,1.3338958871
103.934994919,1.3236945197
103.831815032,1.43371166671
103.888783549,1.35819557448
103.70248,1.35288372553
103.723964572,1.35157134079
103.796881195,1.30618489255
103.953619552,1.3684304577
103.959443361,1.35238834232
103.818911242,1.45187860111
103.903841958,1.37830875821
103.872227098,1.35874143844
103.843844235,1.36481256064
103.767412279,1.37790199974
103.85649525,1.30778051437
103.892595435,1.38572932197
103.957469808,1.36132334023
103.950437526,1.34384910517
103.856679996,1.34605755352
103.935616862,1.35114217703
103.853367119,1.34515398439
103.851574634,1.3402100624
103.896388318,1.39278798549
103.937587507,1.35250510172
103.898239488,1.3718758104
103.728986145,1.34912317742
103.761518108,1.30628911866
103.847498221,1.42312201562
103.946726919,1.35783252179
103.897925654,1.40557473862
103.95943309,1.36513064135
103.84237714,1.42749509336
103.947986537,1.37021066906
103.897925654,1.40557473862
103.847498221,1.42312201562
103.896857499,1.37307287188
103.901927832,1.37905480017
103.895264426,1.36913888821
103.84121918,1.42735308102
103.847043629,1.4193072895
103.83874448,1.44003806857
103.914459129,1.40149164608
103.822535844,1.27790984714
103.890640069,1.38234952446
103.935952386,1.35173850943
103.903532718,1.40203905659
103.781320435,1.30542278279
103.829915938,1.42647481851
103.743774849,1.38312422256
103.877785329,1.39689621113
103.844085815,1.41806888615
103.702315277,1.34446133704
103.878161021,1.39254251803
103.887775178,1.36633863241
103.689898815,1.34100580092
103.709387013,1.34624968111
103.932544278,1.35544681771
103.915077975,1.40153631153
103.90560274,1.40261722775
103.93623467,1.38093439902
103.888989977,1.37809190366
103.897820384,1.36840583194
103.888145554,1.3536134399
103.845003635,1.33050932305
103.913269358,1.33563649761
103.892986078,1.3854155945
103.876290548,1.3933989795
103.947106449,1.37575777095
103.859194636,1.33871831206
103.900371678,1.410819269
103.890093177,1.35277393316
103.84647349,1.42898064927
103.890376363,1.37912950419
103.934734222,1.32062504871
103.881598249,1.37240804311
103.962895349,1.36408364529
103.855107926,1.34182813685
103.845379076,1.43195783277
103.911458505,1.39963286521
103.791451917,1.31101768984
103.87555127,1.31685532892
103.957046122,1.34803733103
103.902107399,1.32475910483
103.941949252,1.35033272151
103.849165515,1.33464084385
103.761107749,1.30726692568
103.773283188,1.42711341742
103.80363426,1.44371802995
103.84579019,1.43188998756
103.77520066,1.44008479628
103.938165237,1.32301474307
103.893277823,1.37720415098
103.843763599,1.37939517688
103.837005089,1.41770409928
103.94496523,1.31963968623
103.7217817,1.32712439587
103.704216583,1.34383999435
103.940051717,1.35743365377
103.891773837,1.39441572025
103.917735272,1.30509895517
103.766714651,1.37798469701
103.898544055,1.40597704115
103.846987446,1.36705284381
103.901995284,1.40985184097
103.881261079,1.37143736464
103.856608111,1.33642660399
103.74193766,1.39339309875
103.798183842,1.3066166083
103.771235666,1.38225115349
